,v1,v2
2711,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
4380,ham,Mathews or tait or edwards or anderson
1638,ham,Great comedy..cant stop laughing da:)
1109,ham,S s..first time..dhoni rocks...
5357,ham,Ok
4135,ham,have you ever had one foot before?
3254,ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX
5374,ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
2239,ham,Every day i use to sleep after  &lt;#&gt;  so only.
2540,ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation."
4783,ham,Indeed and by the way it was either or - not both !
921,ham,On ma way to school. Can you pls send me ashley's number
1691,ham,I don't know but I'm raping dudes at poker
2549,ham,Yup but not studying surfing lor. I'm in e lazy mode today.
2221,ham,I notice you like looking in the shit mirror youre turning into a right freak
2207,ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.
2901,ham,"Bill, as in: Are there any letters for me. iÛªm expecting one from orange that isnÛªt a bill but may still say orange on it."
3832,ham,I had askd u a question some hours before. Its answer
3993,ham,I love to cuddle! I want to hold you in my strong arms right now...
5303,ham,"I can. But it will tell quite long, cos i haven't finish my film yet..."
316,ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao..."
4536,ham,Normally i use to drink more water daily:)
1702,ham,I have lost 10 kilos as of today!
4006,ham,I'm reaching home in 5 min.
244,ham,U don't remember that old commercial?
931,ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
2948,ham,at bruce b downs &amp; fletcher now
5306,ham,Ill be at yours in about 3 mins but look out for me
4767,ham,I'm not sure if its still available though
1370,ham,Hope you are feeling great. Pls fill me in. Abiola
126,ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise."
5406,ham,Dear are you angry i was busy dear
4447,ham,I sent them. Do you like?
2655,ham,Great! I have to run now so ttyl!
4655,ham,"K, I'll work something out"
3251,ham,Come to medical college at 7pm ......forward it da
3136,ham,You're right I have now that I think about it
5152,ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
735,ham,Then why no one talking to me
3636,ham,You know what hook up means right?
1486,ham,"Hello lover! How goes that new job? Are you there now? Are you happy? Do you think of me? I wake, my slave and send you a teasing kiss from across the sea"
3064,ham,"Sounds good, keep me posted"
213,ham,Yup... How Ì_ noe leh...
3355,ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. 
111,ham,Going for dinner.msg you after.
3369,ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.
5318,ham,"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*"
3460,ham,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4..."
3432,ham,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas..."
1957,ham,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.
1191,ham,Come to my home for one last time i wont do anything. Trust me.
437,ham,How long does applebees fucking take
1843,ham,Super da:)good replacement for murali
2831,ham,Its normally hot mail. Com you see!
1184,ham,"Yo, you around? Just got my car back"
3502,ham,Free any day but i finish at 6 on mon n thurs...
3284,ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
2059,ham,He didn't see his shadow. We get an early spring yay
768,ham,I cant pick the phone right now. Pls send a message
2915,ham,What time should I tell my friend to be around?
4381,ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
3406,ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING"""
2131,ham,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)
4283,ham,Yes. I come to nyc for audiitions and am trying to relocate.
686,ham,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8"
2095,ham,"Probably, want to pick up more?"
2772,ham,Still in customer place
5070,ham,As in different styles?
230,ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.
5157,ham,K k:) sms chat with me.
1538,ham,Midnight at the earliest
3836,ham,Early bird! Any purchases yet?
903,ham,Lovely smell on this bus and it ain't tobacco... 
4452,ham,Or I guess  &lt;#&gt;  min
2505,ham,Congrats kano..whr s the treat maga?
977,ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing
1616,ham,"K, makes sense, btw carlos is being difficult so you guys are gonna smoke while I go pick up the second batch and get gas"
570,ham,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...
3835,ham,Then Ì_ come n pick me at 530 ar?
3861,ham,"Customer place, i wil cal u sir."
1244,ham,Now? I'm going out 4 dinner soon..
106,ham,"Aight, I'll hit you up when I get some cash"
5561,ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.
2695,ham,And whenever you and i see we can still hook up too.
2182,ham,PS U no ur a grown up now right?
2951,ham,Tell me whos this pls:-)
3798,ham,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?"
1019,ham,Don know..wait i will check it.
2645,ham,"Sorry, I'll call later"
3134,ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
2493,ham,they released another Italian one today and it has a cosign option
3687,ham,I'll meet you in the lobby
2703,ham,Yup no more already... Thanx 4 printing n handing it up.
2807,ham,Yes princess! I want to catch you with my big strong hands...
3203,ham,She's good. How are you. Where r u working now
3783,ham,Dear got train and seat mine lower seat
782,ham,Beerage?
2463,ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-("
2984,ham,No break time one... How... I come out n get my stuff fr Ì_?
3742,ham,"Nah, Wednesday. When should I bring the mini cheetos bag over?"
1865,ham,Call to the number which is available in appointment. And ask to connect the call to waheed fathima.
626,ham,How many licks does it take to get to the center of a tootsie pop?
1097,ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
3910,ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...
5121,ham,"Oops I did have it,  &lt;#&gt; ?"
4847,ham,S.this will increase the chance of winning.
585,ham,Tell them u have a headache and just want to use 1 hour of sick time.
4121,ham,Doc prescribed me morphine cause the other pain meds aren't enough. Waiting for my mom to bring it. That med should kick in fast so I'm gonna try to be on later
1581,ham,Hhahhaahahah rofl wtf nig was leonardo in your room or something
3347,ham,"Sorry, I'll call later"
1092,ham,Where r we meeting?
2354,ham,R we going with the  &lt;#&gt;  bus?
859,ham,Did he just say somebody is named tampa
4906,ham,Then anything special?
775,ham,Thanks for picking up the trash.
1185,ham,Annoying isn't it.
217,ham,Easy ah?sen got selected means its good..
4028,ham,"[Û_] anyway, many good evenings to u! s"
1212,ham,"Yo, the game almost over? Want to go to walmart soon"
3600,ham,"Jay told me already, will do"
3882,ham,"Gumby's has a special where a  &lt;#&gt; \ cheese pizza is $2 so I know what we're doin tonight"""
2393,ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. "
1816,ham,Are you going to write ccna exam this week??
2076,ham,"Trust me. Even if isn't there, its there."
2849,ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.
4529,ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.
4649,ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \"""""
3516,ham,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
3031,ham,Jokin only lar... :-) depends on which phone my father can get lor...
5081,ham,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH
846,ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
4090,ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj"
4586,ham,"I'll see if I can swing by in a bit, got some things to take care of here firsg"
941,ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.
920,ham,When u wana see it then
1677,ham,Lol where do u come up with these ideas?
820,ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*
2450,ham,K..give back my thanks.
4675,ham,ÌÏ ready then call me...
3881,ham,Short But Cute: \Be a good person
1988,ham,"Sorry, I'll call later"
4019,ham,University of southern california.
287,ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx
4993,ham,My drive can only be read. I need to write
2485,ham,Lol that's different. I don't go trying to find every real life photo you ever took.
3076,ham,There is no sense in my foot and penis.
3143,ham,"Haha I heard that, text me when you're around"
3731,ham,Gud mrng dear hav a nice day
2944,ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe"
